ts,SA,NSW
25/08/2018 13:18,50.301723,49.822376
25/08/2018 13:18,50.303097,49.818001
25/08/2018 13:18,50.306019,49.814117
25/08/2018 13:18,50.311893,49.811954
25/08/2018 13:18,50.317863,49.812401
25/08/2018 13:18,50.321888,49.814423
25/08/2018 13:18,50.324623,49.816509
25/08/2018 13:18,50.32827,49.816837
25/08/2018 13:18,50.331947,49.816544
25/08/2018 13:18,50.334229,49.814045
25/08/2018 13:18,50.333736,49.812111
25/08/2018 13:18,50.330864,49.809216
25/08/2018 13:18,50.326591,49.804268
25/08/2018 13:18,50.325485,49.799332
25/08/2018 13:18,50.327461,49.797077
25/08/2018 13:18,50.330872,49.797298
25/08/2018 13:18,50.334293,49.802494
25/08/2018 13:18,50.337059,49.812477
25/08/2018 13:18,50.338997,49.828201
25/08/2018 13:18,50.33979,49.843082
25/08/2018 13:18,50.339298,49.853703
25/08/2018 13:18,50.338715,49.859516
25/08/2018 13:18,50.340897,49.86219
25/08/2018 13:18,50.345844,49.859009
25/08/2018 13:18,50.348537,49.852165
25/08/2018 13:18,50.346931,49.843216
25/08/2018 13:18,50.346043,49.831837
25/08/2018 13:18,50.34684,49.823437
25/08/2018 13:18,50.349316,49.814251
25/08/2018 13:18,50.353008,49.806313
25/08/2018 13:18,50.353237,49.796513
25/08/2018 13:18,50.349178,49.790977
25/08/2018 13:18,50.34407,49.792778
25/08/2018 13:18,50.340302,49.800934
25/08/2018 13:18,50.340748,49.812298
25/08/2018 13:18,50.347164,49.824337
25/08/2018 13:18,50.353497,49.836338
25/08/2018 13:18,50.360596,49.843994
25/08/2018 13:18,50.366188,49.849285
25/08/2018 13:18,50.364822,49.85125
25/08/2018 13:18,50.361206,49.85001
25/08/2018 13:18,50.359554,49.84409
25/08/2018 13:18,50.360481,49.833439
25/08/2018 13:18,50.364933,49.823689
25/08/2018 13:18,50.371452,49.814789
25/08/2018 13:18,50.378849,49.807491
25/08/2018 13:18,50.386486,49.799862
25/08/2018 13:18,50.392838,49.796848
25/08/2018 13:18,50.397854,49.801273
